,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,C.score,Frag.score,SIN1All,SIN1Domain,RICTORAll,RICTORDomain,RAPTORAll,RAPTORDomain,LST8All,LST8Domain,TORAll,TORDomain,M.Strategy
297,GCA_040357535.1,Rhizaria,2844372,Paramarteilia canceri,NA,NA,L,L,NA,Ascetosporea,Endomyxa,Paramyxida,Marteiliidae,Paramarteilia,NCBI,9.41,15.29,NA,NA,NA,NA,102.6,102.5,NA,NA,115.8,115,Parasite
298,GCA_040357565.1,Rhizaria,1215613,Cercozoa sp. M6MM,NA,NA,NA,L,L,NA,Cercozoa,NA,NA,NA,NCBI,55.29,14.51,NA,NA,NA,NA,NA,NA,113.2,112.5,548.4,548.2,Heterotroph
299,GCA_000091205.1,Rhodophyta,280699,Cyanidioschyzon merolae strain 10D,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,NCBI,72.94,6.27,NA,NA,NA,NA,1005.4,998.9,281.1,281,1087.7,1087.4,Autotrophic
300,GCA_000341285.1,Rhodophyta,130081,Galdieria sulphuraria,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,78.04,7.45,NA,NA,NA,NA,1020.5,1015.5,194,193.7,1258.3,1257.9,Mixotroph
301,GCA_000350225.2,Rhodophyta,2769,Chondrus crispus,NA,NA,H,H,L,Florideophyceae,Rhodophyta,Gigartinales,Gigartinaceae,Chondrus,NCBI,63.14,8.24,NA,NA,NA,NA,787.9,786.3,146.1,126.2,924.5,924.2,Autotrophic
302,GCA_002049455.2,Rhodophyta,2786,Porphyra umbilicalis,NA,NA,M,H,L,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,NCBI,43.92,14.51,NA,NA,NA,NA,284.8,284.4,133.9,101.6,1089.1,1088.7,Autotrophic
303,GCA_003194525.1,Rhodophyta,448386,Gracilariopsis chorda,NA,NA,H,H,L,Florideophyceae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilariopsis,NCBI,81.18,4.71,NA,NA,NA,NA,866.9,866,140.1,114.6,950.7,950.7,Autotrophic
304,GCA_008690995.1,Rhodophyta,35688,Porphyridium purpureum,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Porphyridiales,Porphyridiaceae,Porphyridium,NCBI,71.76,8.63,NA,NA,NA,NA,1059.4,1058.9,228.6,228.3,1165,1164.3,Autotrophic
305,GCA_009829735.1,Rhodophyta,2788,Pyropia yezoensis,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Neopyropia,NCBI,50.2,16.86,NA,NA,NA,NA,926.9,828.9,170.2,157,1207,1206.6,Autotrophic
306,GCA_013995675.1,Rhodophyta,2690220,Cyanidiococcus yangmingshanensis,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidiococcus,NCBI,54.51,16.86,NA,NA,NA,NA,1041.2,893.2,287.2,287.1,1080.4,1079.5,Autotrophic
307,GCA_022539475.1,Rhodophyta,172961,Gracilaria domingensis,NA,NA,H,H,L,Florideophyceae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,NCBI,60,9.02,NA,NA,NA,NA,758.1,757.1,119.2,118.4,1014.3,1013.9,Autotrophic
308,GCA_025991245.1,Rhodophyta,83374,Galdieria partita,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,81.96,5.49,NA,NA,NA,NA,1012,1006,186.7,186.5,1243.6,1243.3,Mixotroph
309,GCA_026122205.1,Rhodophyta,3028027,Galdieria yellowstonensis,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,80.78,6.27,NA,NA,NA,NA,1023.7,1018.4,184.2,183.9,1276.8,1276.5,Mixotroph
310,GCA_026184775.1,Rhodophyta,2771,Cyanidium caldarium,NA,NA,H,H,M,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidium,NCBI,67.06,9.8,NA,NA,NA,NA,1015,898.3,298.9,298.7,1147.2,1146.8,Autotrophic
311,GCA_029953675.1,Rhodophyta,101924,Rhodosorus marinus,NA,NA,H,H,M,Stylonematophyceae,Rhodophyta,Stylonematales,Stylonemataceae,Rhodosorus,NCBI,83.92,4.31,NA,NA,NA,NA,1079.1,1067.4,272.1,272,1275.8,1275.5,Autotrophic
312,GCA_042855435.1,Rhodophyta,683352,Pyropia vietnamensis,NA,NA,H,H,L,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Pyropia,NCBI,61.18,12.94,NA,NA,NA,NA,951.3,945,142,141.6,1208.5,1208.2,Autotrophic
313,Brelac1,Stramenopiles,4779,Bremia lactucae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Bremia,JGI,93,2,213.2,212.3,1077,1076.6,1356.8,1356.4,388.1,387.9,1996.2,1995.3,Heterotroph
314,Persor1,Stramenopiles,230839,Peronosclerospora sorghi,NA,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronosclerospora,JGI,79,4,NA,NA,1086.2,1085.9,1361.9,1361.5,363,362.8,1956.7,1956.1,Heterotroph
315,Pereff1,Stramenopiles,542832,Peronospora effusa,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronospora,JGI,95,2,205.3,204.1,1098.5,1098.1,1364.8,1364.4,366,365.8,2063.4,2062.5,Heterotroph
316,ScaPar1,Stramenopiles,2962637,Parmales sp. scaly parma,NA,H,H,H,H,Bolidophyceae,NA,Parmales,NA,NA,JGI,91,1,NA,NA,463.6,335,1178.7,1177.2,367.1,367,1155.2,1155,Mixotroph
317,Trilae1,Stramenopiles,1714386,Triparma laevis f. inornata,NA,H,H,H,L,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,JGI,75,9,NA,NA,478.1,476.3,1041.8,1041.4,116.7,116.5,1319.5,1319.2,Mixotroph
318,Cylclo1,Stramenopiles,2856,Cylindrotheca closterium,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Cylindrotheca,JGI,97,1,NA,NA,NA,NA,1109.1,1108.4,326.2,325.5,1274.8,1274.5,Autotrophic
319,Nansal1776,Stramenopiles,1027361,Nannochloropsis salina CCMP1776,NA,M,H,H,H,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Microchloropsis,JGI,92,4,NA,NA,244.5,229,1207.6,1207.2,382,381.8,1469.8,1469.4,Mixotroph
320,NanspC018,Stramenopiles,52230,Nannochloropsis sp.,NA,M,H,H,H,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Nannochloropsis,JGI,97,1,NA,NA,195.5,173.5,1234.2,1231.3,377.6,377.4,1505.5,1505.1,Autotrophic
321,Mosaich1,Stramenopiles,33852,Bacillariaceae,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,NA,JGI,97,1,NA,NA,NA,NA,945.6,582,331.3,331.1,755.4,755.2,Autotrophic
322,Conwei1,Stramenopiles,1577725,Conticribra weissflogii,NA,NA,H,H,H,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Conticribra,JGI,95,4,NA,NA,NA,NA,1208.5,1206.6,364.4,364.3,764.2,764.1,Autotrophic
323,Ent11IV18,Stramenopiles,186042,Entomoneis,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,NA,Entomoneidaceae,Entomoneis,JGI,96,1,NA,NA,NA,NA,1068.4,1065.3,303.6,303,1263.1,1262.8,Autotrophic
324,Sarfu1,Stramenopiles,590727,Sargassum fusiforme,NA,H,H,H,M,Phaeophyceae,NA,Fucales,Sargassaceae,Sargassum,JGI,93,5,NA,NA,616.6,616.2,1023,1020.2,320.5,253.8,1063.1,1062.4,Mixotroph
325,Nanoce84910,Stramenopiles,145522,Nannochloropsis oceanica,NA,M,H,H,H,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Nannochloropsis,JGI,94,4,NA,NA,317.2,173.7,1226.1,1225.7,377.6,377.4,1389.2,1365.4,Autotrophic
326,Semro1,Stramenopiles,568900,Seminavis robusta,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Seminavis,JGI,99,0,NA,NA,NA,NA,1123.4,1122.9,309.3,309.2,1227.6,1227.3,Autotrophic
327,Undpi1,Stramenopiles,74381,Undaria pinnatifida,NA,H,H,H,M,Phaeophyceae,NA,Laminariales,Alariaceae,Undaria,JGI,93,2,NA,NA,594.5,593.6,997.3,745.9,298.3,298.1,960.2,877.5,Autotrophic
328,Fisso2,Stramenopiles,1519565,Fistulifera solaris,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Fistulifera,JGI,97,1,NA,NA,NA,NA,1104.1,1102.5,316.8,316.6,1236,1235.7,Autotrophic
329,Cyccr2,Stramenopiles,29204,Cyclotella cryptica,NA,NA,H,H,H,Coscinodiscophyceae,Bacillariophyta,Stephanodiscales,Stephanodiscaceae,Cyclotella,JGI,96,1,NA,NA,NA,NA,1209.8,1209.2,366.1,365.9,1158.1,1157.7,Autotrophic
330,Maypse1,Stramenopiles,2872254,Mayamaea pseudoterrestris,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Mayamaea,JGI,95,1,NA,NA,NA,NA,1113.7,1113.3,321.1,321,1224.3,1224.1,Autotrophic
331,Fracro1,Stramenopiles,210448,Fragilaria crotonensis,NA,NA,H,H,H,Fragilariophyceae,Bacillariophyta,Fragilariales,Fragilariaceae,Fragilaria,JGI,75,6,NA,NA,NA,NA,534.5,534.1,339.7,339.6,1265.2,1264.9,Autotrophic
332,Chaten1,Stramenopiles,426638,Chaetoceros tenuissimus,NA,NA,H,H,H,Coscinodiscophyceae,Bacillariophyta,Chaetocerotales,Chaetocerotaceae,Chaetoceros,JGI,95,0,NA,NA,NA,NA,1106.1,1106,309.7,309.5,1206.3,1206,Autotrophic
333,Nitput1,Stramenopiles,2742595,Nitzschia putrida,NA,NA,H,H,M,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,JGI,97,1,NA,NA,NA,NA,1057.8,1057.3,296.1,295.9,1238.6,1238.3,Heterotroph
334,Alaesc1,Stramenopiles,2889,Alaria esculenta,NA,H,H,H,H,Phaeophyceae,NA,Laminariales,Alariaceae,Alaria,JGI,95,2,NA,NA,638.7,638.3,1058.3,759.2,383.5,383.3,1293,1291.5,Autotrophic
335,MonC73,Stramenopiles,1745946,Monodopsis,L,H,H,H,H,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Monodopsis,JGI,100,0,105.5,104.6,476.8,338,1246.4,1246,399.1,398.9,1551.4,1551,Autotrophic
336,VisC74,Stramenopiles,44431,Vischeria,L,H,H,H,H,Eustigmatophyceae,NA,Eustigmatales,Chlorobotryaceae,Vischeria,JGI,100,0,110.5,109.5,631.7,456.9,1270.7,1270.3,399.4,399.1,1481.4,1481,Autotrophic
337,Macpyr2,Stramenopiles,35122,Macrocystis pyrifera,NA,H,H,H,H,Phaeophyceae,NA,Laminariales,Laminariaceae,Macrocystis,JGI,88,6,NA,NA,560.5,559.5,600.2,509.7,385.1,384.8,1031.8,1031.3,Autotrophic
338,Cafroe1,Stramenopiles,33653,Cafeteria roenbergensis,NA,NA,H,H,M,Bigyra,NA,Bicosoecida,Cafeteriaceae,Cafeteria,JGI,89,2,NA,NA,NA,NA,492,491.4,232,231.7,847.3,614.9,Heterotroph
339,Hypcat1,Stramenopiles,42384,Hyphochytrium catenoides,L,M,H,H,H,Hyphochytriomycetes,NA,NA,Hyphochytriaceae,Hyphochytrium,JGI,74,15,148.9,148.3,208.9,208.8,355.4,355.1,440.6,440.3,771.8,771.5,Heterotroph
340,LabyHa,Stramenopiles,2710872,Labyrinthula sp. Ha,NA,M,NA,H,NA,Bigyra,NA,Labyrinthulida,Labyrinthulaceae,Labyrinthula,JGI,77,3,NA,NA,221.9,198.2,NA,NA,NA,NA,606.2,605.9,Heterotroph
341,Honfer1,Stramenopiles,2315210,Hondaea fermentalgiana,NA,H,H,H,H,Bigyra,NA,Thraustochytrida,Thraustochytriaceae,Hondaea,JGI,95,2,NA,NA,577,573.7,1050.3,1047.4,344.5,344.2,1379.7,1378.5,Heterotroph
342,Nithil2,Stramenopiles,2857,Nitzschia,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,JGI,100,0,NA,NA,NA,NA,1091.4,1090.1,331.9,331.6,1280.8,1280.5,Autotrophic
343,Trimin1,Stramenopiles,303371,Tribonema minus,NA,M,H,H,H,Xanthophyceae,NA,Tribonematales,Tribonemataceae,Tribonema,JGI,93,2,NA,NA,425.2,228.7,1223.8,679.1,386.6,386.4,485.7,485.4,Mixotroph
344,Hyaar1,Stramenopiles,559515,Hyaloperonospora arabidopsidis Emoy2,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Hyaloperonospora,JGI,87,5,200.1,199.1,1099.2,1098.7,1231.6,1091.3,361.4,361.3,2019.6,2018.9,Heterotroph
345,Nemde1,Stramenopiles,2185085,Nemacystus decipiens,NA,H,H,H,H,Phaeophyceae,NA,Ectocarpales,Chordariaceae,Nemacystus,JGI,97,2,NA,NA,438.9,438.5,1002.1,708.1,367.7,367.4,1265.1,1264.5,Autotrophic
346,Claok1,Stramenopiles,309737,Cladosiphon okamuranus,NA,H,H,H,L,Phaeophyceae,NA,Ectocarpales,Chordariaceae,Cladosiphon,JGI,97,1,NA,NA,589.2,588.5,994,713.7,134.5,115.5,1225.4,1224.9,Autotrophic
347,Ochro1393,Stramenopiles,420556,Ochromonas sp. CCMP1393,L,M,H,H,H,Chrysophyceae,NA,Chromulinales,Chromulinaceae,Ochromonas,JGI,94,3,119.9,119.3,442.7,168.3,1082.6,968.8,351.3,351.1,1120.9,1120.2,Mixotroph
348,Parimp1,Stramenopiles,37642,Paraphysomonas imperforata,L,H,H,H,H,Chrysophyceae,NA,Chromulinales,Paraphysomonadaceae,Paraphysomonas,JGI,98,0,130.6,130,411.2,410.9,1081.7,1081.3,331.5,331.2,1155.1,1154.6,Mixotroph
349,Mintr2,Stramenopiles,265540,Minidiscus trioculatus,NA,NA,H,H,NA,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Minidiscus,JGI,94,3,NA,NA,NA,NA,895.6,894.6,NA,NA,1213.6,1213.3,Autotrophic
350,Blahom1,Stramenopiles,12968,Blastocystis hominis,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,JGI,87,13,NA,NA,342.3,341.7,316.1,315.7,185.5,185.3,1026.4,1026.1,Parasite
351,Sappar1,Stramenopiles,695850,Saprolegnia parasitica CBS 223.65,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Saprolegnia,JGI,99,1,163.9,163.2,883.3,882.3,905.2,904,410.1,409.9,1738.2,1737.8,Heterotroph
352,Ectsil1,Stramenopiles,2880,Ectocarpus siliculosus,NA,H,H,H,H,Phaeophyceae,NA,Ectocarpales,Ectocarpaceae,Ectocarpus,JGI,97,3,NA,NA,519.5,300.4,675.3,675,367.3,367,977.3,926.7,Autotrophic
353,Phyinf1,Stramenopiles,403677,Phytophthora infestans T30-4,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,JGI,100,0,233.8,233.6,1114.3,1114,1298.8,1298.6,385.6,385.4,2086.7,2085.1,Heterotroph
354,Thaoce1,Stramenopiles,637379,Thalassiosira oceanica CCMP1005,NA,NA,H,H,M,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,JGI,89,7,NA,NA,NA,NA,1119.5,1119.1,286.9,286.7,1044.5,1042.2,Autotrophic
355,Pelago2097,Stramenopiles,483370,Pelagophyceae sp. CCMP2097,NA,NA,H,H,H,Pelagophyceae,NA,NA,NA,NA,JGI,96,0,NA,NA,NA,NA,1002.7,993.4,374.1,373.9,1244.6,1242.7,Autotrophic
356,Ochro2298,Stramenopiles,483371,Ochromonadaceae sp. CCMP2298,NA,NA,H,H,H,Synurophyceae,NA,Ochromonadales,Ochromonadaceae,NA,JGI,80,11,NA,NA,NA,NA,1106.1,1105.7,357.3,357.2,924.7,924.2,Autotrophic
357,Physo3,Stramenopiles,67593,Phytophthora sojae,M,H,H,H,M,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,JGI,99,1,216.1,215.9,1122.5,1122.1,1357,1356.6,244.6,244.4,2128.7,2127.1,Heterotroph
358,Auran1,Stramenopiles,44056,Aureococcus anophagefferens,NA,NA,H,H,H,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Aureococcus,JGI,84,11,NA,NA,NA,NA,636.6,525.2,346.3,346.2,1217.5,1217.1,Autotrophic
359,Schag1,Stramenopiles,876976,Schizochytrium aggregatum ATCC 28209,NA,H,H,H,H,Bigyra,NA,Thraustochytrida,Thraustochytriaceae,Schizochytrium,JGI,91,3,NA,NA,507,501.2,1053.6,1053,354.9,354.6,1356.6,1356.3,Heterotroph
360,Aplke1,Stramenopiles,87111,Aplanochytrium kerguelense,NA,H,H,H,H,Bigyra,NA,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,JGI,94,3,NA,NA,567.9,567.4,993.6,993.2,370.2,370.1,1376.5,1376.1,Heterotroph
361,Phyci1,Stramenopiles,622258,Phytophthora cinnamomi var. cinnamomi,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,JGI,96,4,228.3,228,1123,1122.7,1371.3,1370.9,384,383.9,2140.8,2139.3,Heterotroph
362,Aurli1,Stramenopiles,717989,Aurantiochytrium limacinum ATCC MYA-1381,NA,L,H,H,H,Bigyra,NA,Thraustochytrida,Thraustochytriaceae,Aurantiochytrium,JGI,94,2,NA,NA,115,114.8,687.8,687.3,349.2,348.8,1400.5,1400.3,Heterotroph
363,Psemu1,Stramenopiles,37319,Pseudo-nitzschia multiseries,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Pseudo-nitzschia,JGI,98,2,NA,NA,NA,NA,1106.5,1106.1,333,332.9,1278,1277.7,Autotrophic
364,Sacja1,Stramenopiles,88149,Saccharina japonica,NA,H,M,H,M,Phaeophyceae,NA,Laminariales,Laminariaceae,Saccharina,JGI,90,6,NA,NA,610.6,610.3,632.2,280.1,268.4,268,1102.2,1101.8,Autotrophic
365,GCA_000149405.2,Stramenopiles,296543,Thalassiosira pseudonana CCMP1335,NA,NA,H,H,H,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NCBI,97,3,NA,NA,NA,NA,1297.3,1296.8,364.7,364.5,1287,1286.7,Autotrophic
366,GCA_000150955.2,Stramenopiles,556484,Phaeodactylum tricornutum CCAP 1055/1,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Naviculales,Phaeodactylaceae,Phaeodactylum,NCBI,96,4,NA,NA,NA,NA,1021,1020.1,334,333.9,1275.6,1275.3,Autotrophic
367,GCA_000281045.1,Stramenopiles,1156394,Saprolegnia diclina VS20,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Saprolegnia,NCBI,99,0,162,161.5,871.2,870.1,1266.5,1264.5,410.1,409.8,1744.4,1744.1,Heterotroph
368,GCA_000296195.2,Stramenopiles,159749,Thalassiosira oceanica,NA,NA,H,H,M,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NCBI,89,7,NA,NA,NA,NA,1119.5,1119.1,286.9,286.7,1044.5,1042.2,Autotrophic
369,GCA_000333075.3,Stramenopiles,1284355,Phytophthora kernoviae 00238/432,M,H,M,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,95,4,225,224.6,881.6,810.5,247.2,246.9,379.2,379,1391.7,1388.9,Heterotroph
370,GCA_000365505.1,Stramenopiles,1317065,Phytophthora nicotianae P1569,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,235,234.7,1103.4,1103.1,1363,1362.6,388.8,388.7,2082.1,2080.4,Heterotroph
371,GCA_000365525.1,Stramenopiles,1317066,Phytophthora nicotianae P1976,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,235,234.7,1116,1115.7,1363.6,1363.2,388.8,388.7,2085.6,2083.8,Heterotroph
372,GCA_000365545.1,Stramenopiles,1317063,Phytophthora nicotianae CJ01A1,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,235,234.7,1103.3,1102.9,1361.6,1361.2,388.8,388.7,2086.1,2084.3,Heterotroph
373,GCA_000367145.1,Stramenopiles,1317064,Phytophthora nicotianae P10297,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,235,234.7,1103.4,1103.1,1362.3,1361.9,387.7,387.5,2086.4,2084.5,Heterotroph
374,GCA_000509465.1,Stramenopiles,4792,Phytophthora nicotianae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,235,234.7,1116.5,1116.2,1364.9,1364.5,388.8,388.7,2086.4,2084.7,Heterotroph
375,GCA_000520075.1,Stramenopiles,112090,Aphanomyces astaci,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,NCBI,100,0,158.4,156,882.2,881.6,886.4,883.5,403.3,403,1689,1688.7,Heterotroph
376,GCA_000520115.1,Stramenopiles,157072,Aphanomyces invadans,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,NCBI,99,1,168.5,168.2,877.1,876.6,1190.4,1181.5,412.9,412.6,1704.3,1704,Heterotroph
377,GCA_000743755.1,Stramenopiles,944170,Blastocystis sp. subtype 4,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,98,2,NA,NA,331.4,331,358.1,357.8,216.3,216.1,1094.1,1093.8,Parasite
378,GCA_000785725.3,Stramenopiles,325452,Phytophthora kernoviae,M,H,M,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,96,3,225,224.6,977.7,906.7,247.2,246.9,379.2,379,2062.9,2061.1,Heterotroph
379,GCA_001029375.2,Stramenopiles,114742,Pythium insidiosum,M,H,H,H,H,NA,Oomycota,Pythiales,Pythiaceae,Pythium,NCBI,94,4,202.2,201.3,997.3,996.9,1355.5,1355.1,398.6,398.4,1489.9,1489.6,Heterotroph
380,GCA_001078535.1,Stramenopiles,65357,Albugo candida,M,H,H,H,H,NA,Oomycota,Albuginales,Albuginaceae,Albugo,NCBI,99,1,206.5,206.2,983,982.4,1311.4,1311.1,377.9,377.8,1672.3,1672,Heterotroph
381,GCA_001651215.1,Stramenopiles,478820,Blastocystis sp. ATCC 50177/Nand II,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,99,0,NA,NA,320,319.2,567.8,567.5,250.9,250.8,1070.2,1069.6,Parasite
382,GCA_001712635.2,Stramenopiles,2483409,Nothophytophthora sp. Chile5,NA,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Nothophytophthora,NCBI,89,4,NA,NA,1087.7,1087.3,1286,1285.6,382.9,382.7,2047.8,2045.3,Heterotroph
383,GCA_001750085.1,Stramenopiles,635003,Fragilariopsis cylindrus CCMP1102,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Fragilariopsis,NCBI,94,5,NA,NA,NA,NA,1128.9,1128.7,338.2,338,1252.7,1252.4,Autotrophic
384,GCA_002081575.1,Stramenopiles,74557,Thraustotheca clavata,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Thraustotheca,NCBI,100,0,155.6,154.9,918.7,917.5,597.3,597,397.4,397.1,767.4,767.3,Heterotroph
385,GCA_002081595.1,Stramenopiles,1202772,Achlya hypogyna,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Achlya,NCBI,99,1,166.8,166.6,890.3,889,1136.8,550.3,410.3,410,1721.5,1721.1,Heterotroph
386,GCA_002911725.1,Stramenopiles,4796,Phytophthora palmivora,L,H,M,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,81,12,150.2,149.7,1115.8,1115.5,186.5,186.3,385.3,385.1,1105.4,668.8,Heterotroph
387,GCA_003287315.1,Stramenopiles,29920,Phytophthora cactorum,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,100,0,240.9,240.6,1112.9,1112.6,1373,1372.6,384.2,384,2097,2095.1,Heterotroph
388,GCA_005966545.1,Stramenopiles,41045,Pythium oligandrum,M,H,H,H,H,NA,Oomycota,Pythiales,Pythiaceae,Pythium,NCBI,100,0,208.8,208.4,1019,1018.6,1369.4,1369,393.9,393.6,1809.5,1807.9,Heterotroph
389,GCA_006386115.1,Stramenopiles,82926,Globisporangium splendens,M,H,H,H,H,NA,Oomycota,Pythiales,Pythiaceae,Globisporangium,NCBI,92,0,199.6,198.8,946.7,946.3,1371.6,1371.3,373.8,373.7,1894.3,1893.4,Heterotroph
390,GCA_008271595.1,Stramenopiles,1485010,[Pythium] brassicae (nom. inval.),M,H,H,H,H,NA,Oomycota,Pythiales,Pythiaceae,Globisporangium,NCBI,100,0,168.2,167.9,987.4,987,1263.9,1263.2,384.8,384.6,1828.8,1827.2,Heterotroph
391,GCA_009729455.1,Stramenopiles,53985,Phytophthora fragariae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,94,0,230,229.7,1116.5,1116.2,1226.8,914.2,386.5,386.4,2111.1,2109.6,Heterotroph
392,GCA_009732905.1,Stramenopiles,129364,Phytophthora rubi,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,100,0,233.9,233.6,1115.7,1115.4,1372.6,1372.2,385.1,385,2115.8,2114,Heterotroph
393,GCA_009835175.1,Stramenopiles,100861,Aphanomyces euteiches,M,H,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,NCBI,100,0,196,195.1,885.3,884.3,1178,880.1,410.1,409.8,1749.2,1748.9,Heterotroph
394,GCA_009835185.1,Stramenopiles,120398,Aphanomyces stellatus,M,NA,H,H,H,NA,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,NCBI,97,1,167.7,166,NA,NA,1203.7,899.1,409.4,409.2,1765.2,1764.9,Heterotroph
395,GCA_012295175.1,Stramenopiles,4787,Phytophthora infestans,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,98,1,237.3,237,1114.3,1114,1372.1,1371.7,385.5,385.4,2090.1,2088.5,Heterotroph
396,GCA_016618375.1,Stramenopiles,4784,Phytophthora capsici,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,228.1,227.8,1113.6,1113.3,1368.1,1367.7,381.9,381.7,2078.2,2077,Heterotroph
397,GCA_016865095.1,Stramenopiles,53986,Phytophthora idaei,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,1,239.5,239.2,1115.6,1115.3,1372,1371.6,384.1,383.9,2078,2076.2,Heterotroph
