"accn","bitscore","evalue","gapopen","hit_description","length","mismatch","name","pident","qend","qseqid","qstart","selected","send","shared name","Species name","sstart","Super.Group","Taxid","TORC2_Presence"
"GCA_002211085.2","808","1.1699999999999999E-296","4","hypothetical protein PAHAL_2G489600 [Panic","489","61","PAN15459.1","85.9","485","XP_015646767.1","2","true","486","PAN15459.1","Panicum hallii","1","Streptophyta","206008","No TORC2"
"GCA_005286985.2","806","9.62E-296","4","hypothetical protein SEVIR_2G447000v4 [S","489","64","TKW36540.1","85.3","485","XP_015646767.1","2","true","486","TKW36540.1","Setaria viridis","1","Streptophyta","4556","No TORC2"
"GCA_964030465.3","811","1.4299999999999999E-297","4","unnamed protein product [Urochloa decumb","489","62","CAL5071138.1","85.7","485","XP_015646767.1","2","true","486","CAL5071138.1","Urochloa decumbens","1","Streptophyta","240449","No TORC2"
"GCA_016808335.1","810","2.89E-297","4","hypothetical protein PVAP13_2NG635200 [P","489","61","KAG2639084.1","85.9","485","XP_015646767.1","2","true","486","KAG2639084.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_000263155.2","806","6.779999999999999E-296","4","hypothetical protein SETIT_2G434500v2 [Set","489","64","RCV14542.1","85.3","485","XP_015646767.1","2","true","486","RCV14542.1","Setaria italica","1","Streptophyta","4555","No TORC2"
"GCA_016808335.1","814","6.099999999999999E-299","4","hypothetical protein PVAP13_2KG586600 [P","489","59","KAG2647578.1","86.3","485","XP_015646767.1","2","true","486","KAG2647578.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_964030465.3","813","2.48E-298","4","unnamed protein product [Urochloa decumb","489","61","CAL5061011.1","85.9","485","XP_015646767.1","2","true","486","CAL5061011.1","Urochloa decumbens","1","Streptophyta","240449","No TORC2"
"GCA_964030465.3","813","1.23E-298","4","unnamed protein product [Urochloa decumb","489","59","CAL5084719.1","86.3","485","XP_015646767.1","2","true","486","CAL5084719.1","Urochloa decumbens","1","Streptophyta","240449","No TORC2"
"GCA_964030465.3","813","1.75E-298","4","unnamed protein product [Urochloa decumb","489","62","CAM0151537.1","85.7","485","XP_015646767.1","2","true","486","CAM0151537.1","Urochloa decumbens","1","Streptophyta","240449","No TORC2"
"GCA_048537475.1","868","0.0","2","hypothetical protein ABZP36_000169 [Ziza","490","45","KAL5196657.1","89.8","485","XP_015646767.1","1","true","490","KAL5196657.1","Zizania latifolia","1","NA","58934","NA"
"GCA_005223365.2","911","0.0","2","hypothetical protein E2562_018357 [Oryza","490","19","KAF0907544.1","95.1","485","XP_015646767.1","1","true","490","KAF0907544.1","Oryza meyeriana","1","Streptophyta","110450","No TORC2"
"GCA_009797565.1","948","0.0","1","hypothetical protein DAI22_07g275100 [Or","493","0","KAF2924533.1","98.4","485","XP_015646767.1","1","true","493","KAF2924533.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_000004655.2","904","0.0","0","hypothetical protein OsI_27353 [Oryza sati","457","1","EAZ05158.1","99.8","485","XP_015646767.1","29","true","457","EAZ05158.1","Oryza sativa","1","Streptophyta","39946","No TORC2"
"GCF_034140825.1","955","0.0","0","serine/threonine-protein kinase AtPK2/","485","0","XP_015646767.1","100.0","485","XP_015646767.1","1","true","485","XP_015646767.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_000149285.1","905","0.0","0","hypothetical protein OsJ_25599 [Oryza sati","457","0","EAZ41107.1","100.0","485","XP_015646767.1","29","true","457","EAZ41107.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_004007595.1","829","5.57E-305","0","hypothetical protein EE612_041405, parti","419","0","KAB8106882.1","100.0","485","XP_015646767.1","67","true","419","KAB8106882.1","Oryza sativa","1","Streptophyta","4530","No TORC2"
"GCA_001433935.1","829","5.57E-305","0","Os07g0680900, partial [Oryza sativa Japoni","419","0","BAT03238.1","100.0","485","XP_015646767.1","67","true","419","BAT03238.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_000005425.2","829","5.57E-305","0","Os07g0680900, partial [Oryza sativa Japoni","419","0","BAF22562.1","100.0","485","XP_015646767.1","67","true","419","BAF22562.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_005286985.2","856","1.4700000000000001E-305","1","hypothetical protein SEVIR_9G418300v4 [S","481","51","TKV96259.1","89.2","480","XP_066164772.1","1","true","481","TKV96259.1","Setaria viridis","1","Streptophyta","4556","No TORC2"
"GCA_050613795.1","860","4.41E-305","1","hypothetical protein ACP70R_012424 [Stip","481","51","KAL6648200.1","89.2","480","XP_066164772.1","1","true","481","KAL6648200.1","NA","1","NA",,"NA"
"GCA_050613795.1","861","1.08E-305","1","hypothetical protein ACP70R_002245 [Stip","481","50","KAL6660123.1","89.4","480","XP_066164772.1","1","true","481","KAL6660123.1","NA","1","NA",,"NA"
"GCA_032690845.1","863","1.35E-305","1","hypothetical protein QOZ80_3AG0247120 [E","481","50","KAK3151533.1","89.4","480","XP_066164772.1","1","true","481","KAK3151533.1","Eleusine coracana","1","Streptophyta","191504","No TORC2"
"GCA_021604985.1","863","1.35E-305","1","hypothetical protein PR202_ga25847 [Eleusi","481","50","GJN07966.1","89.4","480","XP_066164772.1","1","true","481","GJN07966.1","Eleusine coracana","1","Streptophyta","191504","No TORC2"
"GCA_048537475.1","885","0.0","2","hypothetical protein ABZP36_018751 [Ziza","481","29","KAL5218067.1","93.1","480","XP_066164772.1","1","true","478","KAL5218067.1","Zizania latifolia","1","NA","58934","NA"
"GCF_034140825.1","951","0.0","0","serine/threonine-protein kinase AtPK2/","480","0","XP_066164772.1","100.0","480","XP_066164772.1","1","true","480","XP_066164772.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCF_034140825.1","951","0.0","0","serine/threonine-protein kinase AtPK2/","480","0","XP_066164771.1","100.0","480","XP_066164772.1","1","true","480","XP_066164771.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCF_034140825.1","951","0.0","0","serine/threonine-protein kinase AtPK2/","480","0","XP_025879450.2","100.0","480","XP_066164772.1","1","true","480","XP_025879450.2","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_009797565.1","951","0.0","0","hypothetical protein DAI22_03g168200 [Or","480","0","KAF2939111.1","100.0","480","XP_066164772.1","1","true","480","KAF2939111.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_004007595.1","951","0.0","0","hypothetical protein EE612_017235 [Oryza","480","0","KAB8091673.1","100.0","480","XP_066164772.1","1","true","480","KAB8091673.1","Oryza sativa","1","Streptophyta","4530","No TORC2"
"GCA_000149285.1","951","0.0","0","hypothetical protein OsJ_10738 [Oryza sati","480","0","EAZ26821.1","100.0","480","XP_066164772.1","1","true","480","EAZ26821.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_001433935.1","951","0.0","0","Os03g0334000 [Oryza sativa Japonica Group]","480","0","BAS84062.1","100.0","480","XP_066164772.1","1","true","480","BAS84062.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_000005425.2","951","0.0","0","Os03g0334000 [Oryza sativa Japonica Group]","480","0","BAF11941.1","100.0","480","XP_066164772.1","1","true","480","BAF11941.1","Oryza sativa","1","Streptophyta","39947","No TORC2"
"GCA_009731335.1","706","3.91E-260","0","protein kinase A catalytic subunit isoform","371","30","GET92921.1","91.9","371","TPP47931.1","1","true","371","GET92921.1","Leishmania tarentolae","1","Discoba","5689","TORC2 Expected"
"GCA_000234665.4","655","7.889999999999998E-240","0","protein kinase A catalytic subunit isoform","328","14","CBZ30952.1","95.7","382","TPP47937.1","55","true","371","CBZ30952.1","Leishmania mexicana","44","Discoba","929439","TORC2 Expected"
"GCA_000002875.2","589","2.13E-213","0","protein kinase A catalytic subunit isoform","336","61","CAM72311.1","81.8","387","XP_821623.1","52","true","371","CAM72311.1","Leishmania infantum","36","Discoba","435258","TORC2 Expected"
"GCA_900500625.2","589","2.13E-213","0","protein_kinase_A_catalytic_subunit_isofo","336","61","CAC9546489.1","81.8","387","XP_821623.1","52","true","371","CAC9546489.1","Leishmania infantum","36","Discoba","5671","TORC2 Expected"
"GCA_003730215.1","662","2.03E-242","0","Protein kinase domain family protein [Leis","330","11","TPP44662.1","96.7","382","TPP47937.1","53","true","371","TPP44662.1","Leishmania donovani","42","Discoba","5661","TORC2 Expected"
"GCA_003719575.1","662","2.03E-242","0","protein kinase A catalytic subunit isoform","330","11","AYU83206.1","96.7","382","TPP47937.1","53","true","371","AYU83206.1","Leishmania donovani","42","Discoba","5661","TORC2 Expected"
"GCA_009731335.1","665","2.69E-245","0","protein kinase A catalytic subunit [Leishm","332","13","GET87820.1","96.1","332","XP_003860122.1","1","true","332","GET87820.1","Leishmania tarentolae","1","Discoba","5689","TORC2 Expected"
"GCA_017918215.1","666","1.89E-245","0","hypothetical protein GH5_07127 [Leishman","332","12","KAG5508070.1","96.4","332","XP_003860122.1","1","true","332","KAG5508070.1","Leishmania sp. Ghana 2012 LV757","1","Discoba","2803181","TORC2 Expected"
"GCA_017916305.1","666","1.89E-245","0","hypothetical protein CUR178_07071 [Leish","332","12","KAG5481718.1","96.4","332","XP_003860122.1","1","true","332","KAG5481718.1","Leishmania enriettii","1","Discoba","5663","TORC2 Expected"
"GCA_017916335.1","668","3.2699999999999993E-246","0","hypothetical protein LSCM4_07111 [Leishm","332","11","KAG5481399.1","96.7","332","XP_003860122.1","1","true","332","KAG5481399.1","Leishmania orientalis","1","Discoba","2249476","TORC2 Expected"
"GCF_000227135.1","686","3.1699999999999995E-253","0","protein kinase A catalytic subunit [Le","332","0","XP_003860122.1","100.0","332","XP_003860122.1","1","true","332","XP_003860122.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_003730175.1","686","3.1699999999999995E-253","0","Protein kinase domain family protein [Leis","332","0","TPP55246.1","100.0","332","XP_003860122.1","1","true","332","TPP55246.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_005286985.2","856","1.4700000000000001E-305","1","hypothetical protein SEVIR_9G418300v4 [S","481","51","KAK8445985.1","89.2","480","XP_066164772.1","1","true","481","KAK8445985.1","Setaria viridis","1","Streptophyta","4556","No TORC2"
"GCA_005286985.2","856","1.4700000000000001E-305","1","hypothetical protein SEVIR_9G418300v4 [S","481","51","KAK8445984.1","89.2","480","XP_066164772.1","1","true","481","KAK8445984.1","Setaria viridis","1","Streptophyta","4556","No TORC2"
"GCA_005286985.2","856","1.4700000000000001E-305","1","hypothetical protein SEVIR_9G418300v4 [S","481","51","KAK8445983.1","89.2","480","XP_066164772.1","1","true","481","KAK8445983.1","Setaria viridis","1","Streptophyta","4556","No TORC2"
"GCA_964030465.3","858","1.79E-305","1","unnamed protein product [Urochloa decumb","481","50","CAL4930842.1","89.4","480","XP_066164772.1","1","true","481","CAL4930842.1","Urochloa decumbens","1","Streptophyta","240449","No TORC2"
"GCA_000263155.2","857","5.130000000000001E-305","1","hypothetical protein SETIT_9G414100v2 [Set","481","50","RCV44927.1","89.4","480","XP_066164772.1","1","true","481","RCV44927.1","Setaria italica","1","Streptophyta","4555","No TORC2"
"GCA_016808335.1","857","3.61E-305","1","hypothetical protein PVAP13_9NG592608 [P","481","50","KAG2541005.1","89.4","480","XP_066164772.1","1","true","481","KAG2541005.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_016808335.1","857","3.61E-305","1","hypothetical protein PVAP13_9NG592608 [P","481","50","KAG2541003.1","89.4","480","XP_066164772.1","1","true","481","KAG2541003.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_002211085.2","930","0.0","0","hypothetical protein PAHAL_9G476800 [Panic","481","10","PAN49808.1","97.9","481","RLN38607.1","1","true","481","PAN49808.1","Panicum hallii","1","Streptophyta","206008","No TORC2"
"GCA_016808335.1","857","3.61E-305","1","hypothetical protein PVAP13_9KG432600 [P","481","51","KAG2552132.1","89.2","480","XP_066164772.1","1","true","481","KAG2552132.1","Panicum virgatum","1","Streptophyta","38727","No TORC2"
"GCA_003061485.1","908","0.0","0","hypothetical protein GQ55_9G487100 [Panicu","481","21","PUZ41224.1","95.6","481","TKV96260.1","1","true","481","PUZ41224.1","Panicum hallii","1","Streptophyta","1504633","No TORC2"
"GCA_003046395.2","860","4.41E-305","1","hypothetical protein C2845_PM01G14160 [Pan","481","51","RLN38607.1","89.2","480","XP_066164772.1","1","true","481","RLN38607.1","Panicum miliaceum","1","Streptophyta","4540","No TORC2"
"GCA_003046395.2","863","1.89E-305","1","hypothetical protein C2845_PM02G26980 [Pan","481","48","RLN19475.1","89.8","480","XP_066164772.1","1","true","481","RLN19475.1","Panicum miliaceum","1","Streptophyta","4540","No TORC2"
"GCA_000003195.3","905","0.0","0","hypothetical protein SORBI_3001G382000 [So","480","24","KXG39433.1","95.0","480","RLN38607.1","1","true","480","KXG39433.1","Sorghum bicolor","1","Streptophyta","4558","No TORC2"
"GCA_000003195.3","905","0.0","0","hypothetical protein SORBI_3001G382000 [So","480","24","KXG39432.1","95.0","480","RLN38607.1","1","true","480","KXG39432.1","Sorghum bicolor","1","Streptophyta","4558","No TORC2"
"GCA_015952705.1","907","0.0","0","hypothetical protein BDA96_01G406300 [So","480","23","KAG0551237.1","95.2","480","TKV96260.1","1","true","480","KAG0551237.1","Sorghum bicolor","1","Streptophyta","4558","No TORC2"
"GCA_015952705.1","846","9.74E-305","0","hypothetical protein BDA96_01G406300 [So","472","49","KAG0551236.1","89.6","472","WVZ56828.1","1","true","472","KAG0551236.1","Sorghum bicolor","1","Streptophyta","4558","No TORC2"
"GCA_904845875.1","855","3.59E-305","1","unnamed protein product [Miscanthus luta","481","46","CAD6211088.1","89.4","476","WVZ56828.1","1","true","481","CAD6211088.1","Miscanthus lutarioriparius","1","Streptophyta","422564","No TORC2"
"GCA_003185045.1","854","5.1E-305","1","Serine/threonine-protein kinase AtPK2/AtPK","481","48","PWZ56467.1","89.0","476","WVZ56828.1","1","true","481","PWZ56467.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_003185045.1","854","5.1E-305","1","hypothetical protein Zm00014a_035776 [Zea","481","48","PWZ56466.1","89.0","476","WVZ56828.1","1","true","481","PWZ56466.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_904845875.1","849","6.92E-305","1","unnamed protein product [Miscanthus luta","481","48","CAD6203544.1","89.0","476","WVZ56828.1","1","true","481","CAD6203544.1","Miscanthus lutarioriparius","1","Streptophyta","422564","No TORC2"
"GCA_000005005.6","856","1.03E-305","1","Serine/threonine-protein kinase AtPK1/AtPK","481","52","ONL97734.1","89.0","480","XP_066164772.1","1","true","481","ONL97734.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_003185045.1","956","0.0","0","Serine/threonine-protein kinase AtPK2/AtPK","481","0","PWZ05145.1","100.0","481","PWZ05145.1","1","true","481","PWZ05145.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_003185045.1","956","0.0","0","hypothetical protein Zm00014a_040234 [Zea","481","0","PWZ05144.1","100.0","481","PWZ05145.1","1","true","481","PWZ05144.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_000005005.6","934","0.0","0","Putative AGC-like protein kinase family pr","481","9","AQL06860.1","98.1","481","PWZ05145.1","1","true","481","AQL06860.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_000005005.6","934","0.0","0","Putative AGC-like protein kinase family pr","481","9","AQL06859.1","98.1","481","PWZ05145.1","1","true","481","AQL06859.1","Zea mays","1","Streptophyta","4577","No TORC2"
"GCA_900097025.1","1507","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","106","SOV82920.1","86.9","860","VWU49858.1","1","true","853","SOV82920.1","Plasmodium reichenowi","1","Alveolata","5854","No TORC2"
"GCA_001601855.1","1507","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","106","KYN94019.1","86.9","860","VWU49858.1","1","true","853","KYN94019.1","Plasmodium reichenowi","1","Alveolata","5854","No TORC2"
"GCA_000723685.1","1507","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","106","CDO66833.1","86.9","860","VWU49858.1","1","true","853","CDO66833.1","Plasmodium reichenowi","1","Alveolata","5854","No TORC2"
"GCA_900097045.1","1506","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","108","SOV19155.1","86.6","860","VWU49858.1","1","true","853","SOV19155.1","Plasmodium gaboni","1","Alveolata","647221","No TORC2"
"GCA_900240055.1","1506","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","108","SOV25089.1","86.6","860","VWU49858.1","1","true","853","SOV25089.1","Plasmodium sp. DRC-Itaito","1","Alveolata","720590","No TORC2"
"GCA_001602025.1","1506","0.0","2","cGMP-dependent protein kinase [Plasmodium","860","108","KYN95962.1","86.6","860","VWU49858.1","1","true","853","KYN95962.1","Plasmodium gaboni","1","Alveolata","647221","No TORC2"
"GCA_002157705.1","1592","0.0","1","cGMP-dependent protein kinase [Plasmodium","857","58","GAW82870.1","92.9","854","VUZ98190.1","1","true","857","GAW82870.1","Plasmodium gonderi","1","Alveolata","77519","No TORC2"
"GCA_000524495.1","1649","0.0","0","AGC/AGC-SAR/CILIATE-E2B protein kinase [Pl","854","31","EUD66499.1","96.4","854","VUZ98190.1","1","true","854","EUD66499.1","Plasmodium inui","1","Alveolata","1237626","No TORC2"
"GCA_949152365.1","1690","0.0","0","cGMP-dependent protein kinase [Plasmodiu","854","2","CAI7722783.1","99.8","854","VUZ98190.1","1","true","854","CAI7722783.1","Plasmodium vivax","1","Alveolata","5855","No TORC2"
"GCA_000320685.2","1674","0.0","0","cGMP-dependent protein kinase [Plasmodium","843","0","KMZ97651.1","100.0","854","VUZ98190.1","12","true","846","KMZ97651.1","Plasmodium vivax","4","Alveolata","1035514","No TORC2"
"GCA_000320665.2","1674","0.0","0","cGMP-dependent protein kinase [Plasmodium","843","0","KMZ90868.1","100.0","854","VUZ98190.1","12","true","846","KMZ90868.1","Plasmodium vivax","4","Alveolata","1035515","No TORC2"
"GCA_000320645.2","1674","0.0","0","cGMP-dependent protein kinase [Plasmodium","843","0","KMZ83668.1","100.0","854","VUZ98190.1","12","true","846","KMZ83668.1","Plasmodium vivax","4","Alveolata","1033975","No TORC2"
"GCA_000320625.2","1674","0.0","0","cGMP-dependent protein kinase [Plasmodium","843","0","KMZ78482.1","100.0","854","VUZ98190.1","12","true","846","KMZ78482.1","Plasmodium vivax","4","Alveolata","1077284","No TORC2"
"GCA_000002415.2","1674","0.0","0","cGMP-dependent protein kinase, putative [P","843","0","EDL46881.1","100.0","854","VUZ98190.1","12","true","846","EDL46881.1","Plasmodium vivax","4","Alveolata","5855","No TORC2"
"GCA_900093555.2","1695","0.0","0","cGMP-dependent protein kinase [Plasmodium","854","0","VUZ98190.1","100.0","854","VUZ98190.1","1","true","854","VUZ98190.1","Plasmodium vivax","1","Alveolata","5855","No TORC2"
"GCA_900093535.1","1693","0.0","0","cGMP-dependent protein kinase, putative [P","854","1","SCO74716.1","99.9","854","VUZ98190.1","1","true","854","SCO74716.1","Plasmodium vivax","1","Alveolata","5855","No TORC2"
"GCA_900093545.1","1692","0.0","0","cGMP-dependent protein kinase, putative [P","854","2","SCO69240.1","99.8","854","VUZ98190.1","1","true","854","SCO69240.1","Plasmodium vivax","1","Alveolata","5855","No TORC2"
"GCA_914969965.1","1693","0.0","0","unnamed protein product [Plasmodium viva","854","1","CAG9475575.1","99.9","854","VUZ98190.1","1","true","854","CAG9475575.1","Plasmodium vivax","1","Alveolata","5855","No TORC2"
"GCA_000321355.1","1653","0.0","0","cGMP-dependent protein kinase [Plasmodium","854","24","GAB68348.1","97.2","854","VUZ98190.1","1","true","854","GAB68348.1","Plasmodium cynomolgi","1","Alveolata","1120755","No TORC2"
"GCA_000956335.1","1633","0.0","1","AGC/AGC-SAR/CILIATE-E2B protein kinase [Pl","848","21","KJP88985.1","96.9","854","VUZ98190.1","12","true","889","KJP88985.1","Plasmodium fragile","42","Alveolata","5857","No TORC2"
"GCA_900005025.2","1650","0.0","0","cGMP-dependent protein kinase, putative [P","854","27","SBO25378.1","96.8","854","VUZ98190.1","1","true","854","SBO25378.1","Plasmodium knowlesi","1","Alveolata","5851","No TORC2"
"GCA_900004885.2","1650","0.0","0","cGMP-dependent protein kinase, putative [P","854","27","SBO23720.1","96.8","854","VUZ98190.1","1","true","854","SBO23720.1","Plasmodium knowlesi","1","Alveolata","5851","No TORC2"
"GCA_002140095.1","1650","0.0","0","putative cGMP-dependent protein kinase [Pl","854","27","OTN66879.1","96.8","854","VUZ98190.1","1","true","854","OTN66879.1","Plasmodium knowlesi","1","Alveolata","5850","No TORC2"
"GCA_000006355.3","1650","0.0","0","cGMP-dependent protein kinase, putative","854","27","CAA9986870.1","96.8","854","VUZ98190.1","1","true","854","CAA9986870.1","Plasmodium knowlesi","1","Alveolata","5851","No TORC2"
"GCA_001680005.1","1637","0.0","0","cGMP-dependent protein kinase [Plasmodium","847","27","ANQ06444.1","96.8","854","VUZ98190.1","8","true","856","ANQ06444.1","Plasmodium coatneyi","10","NA","208452","NA"
"GCA_000002725.2","671","2.9999999999999995E-246","1","protein kinase A catalytic subunit isoform","372","41","CBZ13030.1","88.7","372","XQJ31335.1","1","true","371","CBZ13030.1","Leishmania major","1","Discoba","347515","TORC2 Expected"
"GCA_916722125.1","671","2.9999999999999995E-246","1","protein_kinase_A_catalytic_subunit_isofo","372","41","CAG9582757.1","88.7","372","XQJ31335.1","1","true","371","CAG9582757.1","Leishmania major","1","Discoba","347515","TORC2 Expected"
"GCA_003730175.1","672","1.0499999999999998E-246","1","Protein kinase domain family protein [Leis","372","40","TPP47931.1","89.0","372","XQJ31335.1","1","true","371","TPP47931.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_017918225.1","672","1.0499999999999998E-246","1","hypothetical protein JIQ42_01204 [Leishm","372","40","KAG5491306.1","89.0","372","XQJ31335.1","1","true","371","KAG5491306.1","Leishmania sp. Namibia","1","Discoba","2802991","TORC2 Expected"
"GCA_900635355.2","672","1.0499999999999998E-246","1","ubiquitin-protein ligase | HECT12 [Leish","372","40","CAJ1993217.1","89.0","372","XQJ31335.1","1","true","371","CAJ1993217.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_019188245.1","674","2.669999999999999E-247","0","protein kinase A catalytic subunit isofo","354","31","KAK7200832.1","91.2","372","XQJ31335.1","19","true","372","KAK7200832.1","Novymonas esmeraldas","19","Discoba","1808958","No TORC2"
"GCA_017916335.1","677","1.61E-248","0","hypothetical protein LSCM4_01602 [Leishm","372","41","KAG5466451.1","89.0","372","XQJ31335.1","1","true","372","KAG5466451.1","Leishmania orientalis","1","Discoba","2249476","TORC2 Expected"
"GCA_017916305.1","680","1.3799999999999998E-249","0","hypothetical protein CUR178_01184 [Leish","372","40","KAG5467540.1","89.2","372","XQJ31335.1","1","true","372","KAG5467540.1","Leishmania enriettii","1","Discoba","5663","TORC2 Expected"
"GCA_017918215.1","681","6.859999999999999E-250","0","hypothetical protein GH5_01202 [Leishman","372","40","KAG5492285.1","89.2","372","XQJ31335.1","1","true","372","KAG5492285.1","Leishmania sp. Ghana 2012 LV757","1","Discoba","2803181","TORC2 Expected"
"GCA_017916325.1","683","5.8800000000000004E-251","0","hypothetical protein LSCM1_01164 [Leishm","372","38","KAG5466986.1","89.8","372","XQJ31335.1","1","true","372","KAG5466986.1","Leishmania martiniquensis","1","Discoba","1580590","TORC2 Expected"
"GCA_040363635.1","747","4.18E-276","0","putative Protein kinase domain/Protein t","372","7","KAL0517990.1","98.1","372","XQJ31335.1","1","true","372","KAL0517990.1","Leishmania naiffi","1","Discoba","5678","TORC2 Expected"
"GCA_962239345.1","747","4.18E-276","0","Protein kinase domain/Protein tyrosine k","372","7","CAJ1012332.1","98.1","372","XQJ31335.1","1","true","372","CAJ1012332.1","Leishmania naiffi","1","Discoba","5678","TORC2 Expected"
"GCA_040363675.1","754","3.729999999999999E-279","0","putative Protein kinase domain/Protein t","372","4","KAL0494530.1","98.9","372","XQJ31335.1","1","true","372","KAL0494530.1","Leishmania lindenbergi","1","Discoba","651832","TORC2 Expected"
"GCA_962240435.1","754","3.729999999999999E-279","0","Protein kinase domain/Protein tyrosine k","372","4","CAJ1035241.1","98.9","372","XQJ31335.1","1","true","372","CAJ1035241.1","Leishmania lindenbergi","1","Discoba","651832","TORC2 Expected"
"GCA_024970365.1","761","1.36E-281","0","protein kinase A catalytic subunit isoform","372","0","XQJ31335.1","100.0","372","XQJ31335.1","1","true","372","XQJ31335.1","Leishmania guyanensis","1","NA","5670","NA"
"GCA_040363645.1","761","1.36E-281","0","putative Protein kinase domain/Protein t","372","0","KAL0518490.1","100.0","372","XQJ31335.1","1","true","372","KAL0518490.1","Leishmania shawi","1","Discoba","5680","TORC2 Expected"
"GCA_040363515.1","761","1.36E-281","0","putative Protein kinase domain/Protein t","372","0","KAL0495529.1","100.0","372","XQJ31335.1","1","true","372","KAL0495529.1","Leishmania shawi","1","Discoba","5680","TORC2 Expected"
"GCA_962243165.1","761","1.36E-281","0","Protein kinase domain/Protein tyrosine k","372","0","CAJ1046670.1","100.0","372","XQJ31335.1","1","true","372","CAJ1046670.1","Leishmania shawi","1","Discoba","5680","TORC2 Expected"
"GCA_962240455.1","761","1.36E-281","0","Protein kinase domain/Protein tyrosine k","372","0","CAJ1036960.1","100.0","372","XQJ31335.1","1","true","372","CAJ1036960.1","Leishmania shawi","1","Discoba","5680","TORC2 Expected"
"GCA_040363505.1","759","5.530000000000001E-281","0","putative Protein kinase domain/Protein t","372","2","KAL0495031.1","99.5","372","XQJ31335.1","1","true","372","KAL0495031.1","Leishmania utingensis","1","Discoba","653362","TORC2 Expected"
"GCA_962240445.1","759","5.530000000000001E-281","0","Protein kinase domain/Protein tyrosine k","372","2","CAJ1036956.1","99.5","372","XQJ31335.1","1","true","372","CAJ1036956.1","Leishmania utingensis","1","Discoba","653362","TORC2 Expected"
"GCA_900537975.2","759","3.89E-281","0","protein_kinase_A_catalytic_subunit_isofo","372","1","SYZ69672.1","99.7","372","XQJ31335.1","1","true","372","SYZ69672.1","Leishmania braziliensis","1","Discoba","420245","TORC2 Expected"
"GCA_024505685.1","759","3.89E-281","0","Protein tyrosine kinase [Leishmania braz","372","1","KAI5689470.1","99.7","372","XQJ31335.1","1","true","372","KAI5689470.1","Leishmania braziliensis","1","Discoba","5660","TORC2 Expected"
"GCA_000002845.2","759","3.89E-281","0","protein kinase A catalytic subunit isoform","372","1","CAM43616.1","99.7","372","XQJ31335.1","1","true","372","CAM43616.1","Leishmania braziliensis","1","Discoba","420245","TORC2 Expected"
"GCA_000755165.2","757","3.2E-280","0","protein kinase A catalytic subunit isoform","372","2","AIO02010.1","99.5","372","XQJ31335.1","1","true","372","AIO02010.1","NA","1","NA",,"NA"
"GCA_003730215.1","663","3.14E-244","0","Protein kinase domain family protein [Leis","332","14","TPP53227.1","95.8","332","XQJ26440.1","1","true","332","TPP53227.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_000227135.2","663","3.14E-244","0","protein kinase A catalytic subunit [Leishm","332","14","CBZ33415.1","95.8","332","XQJ26440.1","1","true","332","CBZ33415.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
"GCA_000002875.2","663","3.14E-244","0","protein kinase A catalytic subunit [Leishm","332","14","CAM67162.1","95.8","332","XQJ26440.1","1","true","332","CAM67162.1","Leishmania infantum","1","Discoba","435258","TORC2 Expected"
"GCA_900635355.2","663","3.14E-244","0","protein kinase A catalytic subunit | PKA","332","14","CAJ1988054.1","95.8","332","XQJ26440.1","1","true","332","CAJ1988054.1","Leishmania donovani","1","Discoba","5661","TORC2 Expected"
