tar,seq_length,Analysis,sig_acc,sig_desc,start,stop,e_value,All_Domains
MCO5598589.1,1188,Pfam,PF02185,Hr1 repeat,221,284,9e-13,"Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain"
MCO5598589.1,1188,Pfam,PF00433,Protein kinase C terminal domain,1142,1181,8.7e-8,"Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain"
BFI13119.1,516,Pfam,PF00433,Protein kinase C terminal domain,466,506,0.0084,"Protein kinase C terminal domain, Protein kinase domain"
BFI13119.1,516,Pfam,PF00069,Protein kinase domain,186,445,3.1e-75,"Protein kinase C terminal domain, Protein kinase domain"
KAI3484936.1,1214,Pfam,PF00433,Protein kinase C terminal domain,1168,1207,2.2e-7,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF00069,Protein kinase domain,890,1147,3.8000000000000003e-59,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),492,541,1e-8,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),560,611,1.6e-6,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF02185,Hr1 repeat,2,45,5e-6,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF02185,Hr1 repeat,191,254,1.5e-13,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAI3484936.1,1214,Pfam,PF00168,C2 domain,280,376,0.016,"Protein kinase C terminal domain, Protein kinase domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain), Hr1 repeat, Hr1 repeat, C2 domain"
KAF1789498.1,768,Pfam,PF00069,Protein kinase domain,425,692,9.199999999999999e-67,"Protein kinase domain, Arb2 domain, C2 domain"
KAF1789498.1,768,Pfam,PF22749,Arb2 domain,126,219,1.1e-7,"Protein kinase domain, Arb2 domain, C2 domain"
KAF1789498.1,768,Pfam,PF00168,C2 domain,284,372,1.9e-7,"Protein kinase domain, Arb2 domain, C2 domain"
CEG48076.1,882,Pfam,PF00069,Protein kinase domain,544,811,2e-66,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
CEG48076.1,882,Pfam,PF22749,Arb2 domain,13,222,4.6e-19,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
CEG48076.1,882,Pfam,PF00168,C2 domain,287,382,1.9e-7,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
CEG48076.1,882,Pfam,PF01363,FYVE zinc finger,438,488,2.6e-4,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
GMF16451.1,799,Pfam,PF00069,Protein kinase domain,461,728,5.6999999999999995e-67,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
GMF16451.1,799,Pfam,PF22749,Arb2 domain,3,143,9.6e-12,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
GMF16451.1,799,Pfam,PF00168,C2 domain,208,303,6.5e-9,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
GMF16451.1,799,Pfam,PF01363,FYVE zinc finger,357,406,3.1e-4,"Protein kinase domain, Arb2 domain, C2 domain, FYVE zinc finger"
KAG2816559.1,886,Pfam,PF00069,Protein kinase domain,543,810,1.2e-66,"Protein kinase domain, Arb2 domain, FYVE zinc finger, C2 domain"
KAG2816559.1,886,Pfam,PF22749,Arb2 domain,13,222,9.4e-21,"Protein kinase domain, Arb2 domain, FYVE zinc finger, C2 domain"
KAG2816559.1,886,Pfam,PF01363,FYVE zinc finger,438,487,3.5e-4,"Protein kinase domain, Arb2 domain, FYVE zinc finger, C2 domain"
KAG2816559.1,886,Pfam,PF00168,C2 domain,287,382,1.9e-8,"Protein kinase domain, Arb2 domain, FYVE zinc finger, C2 domain"
ETV75112.1,898,Pfam,PF00069,Protein kinase domain,560,812,4.4e-64,"Protein kinase domain, C2 domain, Arb2 domain"
ETV75112.1,898,Pfam,PF00168,C2 domain,294,390,1.2e-6,"Protein kinase domain, C2 domain, Arb2 domain"
ETV75112.1,898,Pfam,PF22749,Arb2 domain,16,199,2.3e-7,"Protein kinase domain, C2 domain, Arb2 domain"
ETV92262.1,905,Pfam,PF00069,Protein kinase domain,569,821,9.1e-64,"Protein kinase domain, C2 domain, Arb2 domain"
ETV92262.1,905,Pfam,PF00168,C2 domain,300,395,4.2e-7,"Protein kinase domain, C2 domain, Arb2 domain"
ETV92262.1,905,Pfam,PF22749,Arb2 domain,8,233,1.2e-7,"Protein kinase domain, C2 domain, Arb2 domain"
KAH9132262.1,898,Pfam,PF00069,Protein kinase domain,564,816,3.5e-65,"Protein kinase domain, C2 domain, Arb2 domain"
KAH9132262.1,898,Pfam,PF00168,C2 domain,290,385,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain"
KAH9132262.1,898,Pfam,PF22749,Arb2 domain,19,230,7.2e-10,"Protein kinase domain, C2 domain, Arb2 domain"
ETI47031.1,862,Pfam,PF00069,Protein kinase domain,519,786,3.9e-67,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETI47031.1,862,Pfam,PF00168,C2 domain,263,358,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETI47031.1,862,Pfam,PF22749,Arb2 domain,3,198,1.2e-19,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETI47031.1,862,Pfam,PF01363,FYVE zinc finger,414,463,0.0025,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETK86959.1,862,Pfam,PF00069,Protein kinase domain,519,786,3.9e-67,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETK86959.1,862,Pfam,PF00168,C2 domain,263,358,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETK86959.1,862,Pfam,PF22749,Arb2 domain,3,198,1.2e-19,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETK86959.1,862,Pfam,PF01363,FYVE zinc finger,414,463,0.0025,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETN08920.1,862,Pfam,PF00069,Protein kinase domain,519,786,3.9e-67,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETN08920.1,862,Pfam,PF00168,C2 domain,263,358,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETN08920.1,862,Pfam,PF22749,Arb2 domain,3,198,1.2e-19,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETN08920.1,862,Pfam,PF01363,FYVE zinc finger,414,463,0.0025,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETO75755.1,862,Pfam,PF00069,Protein kinase domain,519,786,3.9e-67,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETO75755.1,862,Pfam,PF00168,C2 domain,263,358,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETO75755.1,862,Pfam,PF22749,Arb2 domain,3,198,1.2e-19,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETO75755.1,862,Pfam,PF01363,FYVE zinc finger,414,463,0.0025,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETP44879.1,862,Pfam,PF00069,Protein kinase domain,519,786,3.9e-67,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETP44879.1,862,Pfam,PF00168,C2 domain,263,358,3.1e-8,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETP44879.1,862,Pfam,PF22749,Arb2 domain,3,198,1.2e-19,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
ETP44879.1,862,Pfam,PF01363,FYVE zinc finger,414,463,0.0025,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
TDH73145.1,882,Pfam,PF00069,Protein kinase domain,544,811,1.7e-66,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
TDH73145.1,882,Pfam,PF00168,C2 domain,286,381,3.5e-7,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
TDH73145.1,882,Pfam,PF22749,Arb2 domain,12,221,7.5e-18,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
TDH73145.1,882,Pfam,PF01363,FYVE zinc finger,438,488,6.2e-4,"Protein kinase domain, C2 domain, Arb2 domain, FYVE zinc finger"
EEY56190.1,713,Pfam,PF00069,Protein kinase domain,373,632,3.2e-54,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
EEY56190.1,713,Pfam,PF00168,C2 domain,113,167,690,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
EEY56190.1,713,Pfam,PF00168,C2 domain,31,84,140,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
EEY56190.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,9.4e-10,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETM31942.1,713,Pfam,PF00069,Protein kinase domain,373,632,2.5e-54,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETM31942.1,713,Pfam,PF00168,C2 domain,113,167,2800,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETM31942.1,713,Pfam,PF00168,C2 domain,31,84,370,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETM31942.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,286,3.6e-9,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETO60372.1,713,Pfam,PF00069,Protein kinase domain,373,632,2.5e-54,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETO60372.1,713,Pfam,PF00168,C2 domain,113,167,2800,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETO60372.1,713,Pfam,PF00168,C2 domain,31,84,370,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
ETO60372.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,286,3.6e-9,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE8989504.1,789,Pfam,PF00069,Protein kinase domain,378,647,4.5e-55,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE8989504.1,789,Pfam,PF00168,C2 domain,116,170,3100,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE8989504.1,789,Pfam,PF00168,C2 domain,34,87,510,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE8989504.1,789,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",211,289,7.5e-10,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE9303230.1,798,Pfam,PF00069,Protein kinase domain,378,647,4.5999999999999995e-55,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE9303230.1,798,Pfam,PF00168,C2 domain,34,87,520,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE9303230.1,798,Pfam,PF00168,C2 domain,116,170,3200,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAE9303230.1,798,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",211,289,7.6e-10,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAG6587159.1,715,Pfam,PF00069,Protein kinase domain,375,644,2.9e-54,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAG6587159.1,715,Pfam,PF00168,C2 domain,31,84,770,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAG6587159.1,715,Pfam,PF00168,C2 domain,113,167,2800,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAG6587159.1,715,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,286,3.6e-9,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KUF82549.1,713,Pfam,PF00069,Protein kinase domain,373,632,2.5e-54,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KUF82549.1,713,Pfam,PF00168,C2 domain,113,167,2800,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KUF82549.1,713,Pfam,PF00168,C2 domain,31,84,370,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KUF82549.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,286,3.6e-9,"Protein kinase domain, C2 domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAI9979614.1,560,Pfam,PF00069,Protein kinase domain,218,485,4.5999999999999994e-67,"Protein kinase domain, C2 domain, FYVE zinc finger"
KAI9979614.1,560,Pfam,PF00168,C2 domain,2,57,0.0029,"Protein kinase domain, C2 domain, FYVE zinc finger"
KAI9979614.1,560,Pfam,PF01363,FYVE zinc finger,113,162,0.0015,"Protein kinase domain, C2 domain, FYVE zinc finger"
KAL3656331.1,885,Pfam,PF00069,Protein kinase domain,543,810,9.8e-67,"Protein kinase domain, C2 domain, FYVE zinc finger, Arb2 domain"
KAL3656331.1,885,Pfam,PF00168,C2 domain,286,381,2.2e-7,"Protein kinase domain, C2 domain, FYVE zinc finger, Arb2 domain"
KAL3656331.1,885,Pfam,PF01363,FYVE zinc finger,438,487,0.003,"Protein kinase domain, C2 domain, FYVE zinc finger, Arb2 domain"
KAL3656331.1,885,Pfam,PF22749,Arb2 domain,12,221,5.1e-21,"Protein kinase domain, C2 domain, FYVE zinc finger, Arb2 domain"
MCO5588301.1,712,Pfam,PF00069,Protein kinase domain,277,534,1.8999999999999998e-62,"Protein kinase domain, C2 domain, Protein kinase C terminal domain"
MCO5588301.1,712,Pfam,PF00168,C2 domain,139,238,4.6e-7,"Protein kinase domain, C2 domain, Protein kinase C terminal domain"
MCO5588301.1,712,Pfam,PF00433,Protein kinase C terminal domain,555,572,27,"Protein kinase domain, C2 domain, Protein kinase C terminal domain"
KAF4320340.1,842,Pfam,PF00069,Protein kinase domain,260,529,3.3e-55,"Protein kinase domain, COPI associated protein"
KAF4320340.1,842,Pfam,PF08507,COPI associated protein,658,768,9.7e-8,"Protein kinase domain, COPI associated protein"
KAG2516512.1,839,Pfam,PF00069,Protein kinase domain,257,526,3.3e-55,"Protein kinase domain, COPI associated protein"
KAG2516512.1,839,Pfam,PF08507,COPI associated protein,655,765,9.7e-8,"Protein kinase domain, COPI associated protein"
KAG2524905.1,842,Pfam,PF00069,Protein kinase domain,260,529,3.3e-55,"Protein kinase domain, COPI associated protein"
KAG2524905.1,842,Pfam,PF08507,COPI associated protein,658,768,9.7e-8,"Protein kinase domain, COPI associated protein"
RLN36569.1,839,Pfam,PF00069,Protein kinase domain,257,526,3.3e-55,"Protein kinase domain, COPI associated protein"
RLN36569.1,839,Pfam,PF08507,COPI associated protein,655,765,9.7e-8,"Protein kinase domain, COPI associated protein"
RLN78704.1,839,Pfam,PF00069,Protein kinase domain,257,526,3.3e-55,"Protein kinase domain, COPI associated protein"
RLN78704.1,839,Pfam,PF08507,COPI associated protein,655,765,9.7e-8,"Protein kinase domain, COPI associated protein"
CCI48223.1,856,Pfam,PF00069,Protein kinase domain,505,777,9.3e-53,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
CCI48223.1,856,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",298,379,6e-6,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
CAI5718987.1,718,Pfam,PF00069,Protein kinase domain,378,637,1.9e-53,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
CAI5718987.1,718,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,287,2.6e-8,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
CAI5718987.1,718,Pfam,PF00168,C2 domain,32,85,1300,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
KAI9918946.1,713,Pfam,PF00069,Protein kinase domain,373,632,2.9e-53,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
KAI9918946.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",213,291,2.4e-8,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
KAI9918946.1,713,Pfam,PF00168,C2 domain,36,89,200,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain"
CAH0521871.1,717,Pfam,PF00069,Protein kinase domain,377,636,1.3e-54,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAH0521871.1,717,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,1.3e-8,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAH0521871.1,717,Pfam,PF00168,C2 domain,31,84,760,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAH0521871.1,717,Pfam,PF00168,C2 domain,113,167,690,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5716976.1,717,Pfam,PF00069,Protein kinase domain,377,636,1.7e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5716976.1,717,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,1.8e-7,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5716976.1,717,Pfam,PF00168,C2 domain,31,84,290,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5716976.1,717,Pfam,PF00168,C2 domain,113,167,3000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5738964.1,717,Pfam,PF00069,Protein kinase domain,377,636,1.7999999999999997e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5738964.1,717,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,1.8e-7,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5738964.1,717,Pfam,PF00168,C2 domain,31,84,290,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CAI5738964.1,717,Pfam,PF00168,C2 domain,113,167,3000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAE9147962.1,720,Pfam,PF00069,Protein kinase domain,380,649,6.999999999999999e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAE9147962.1,720,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",213,291,6.6e-10,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAE9147962.1,720,Pfam,PF00168,C2 domain,36,89,420,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAE9147962.1,720,Pfam,PF00168,C2 domain,118,172,2800,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAI9981527.1,713,Pfam,PF00069,Protein kinase domain,373,632,3.4e-54,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAI9981527.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,9.4e-10,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAI9981527.1,713,Pfam,PF00168,C2 domain,31,84,140,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAI9981527.1,713,Pfam,PF00168,C2 domain,113,167,690,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL3664820.1,713,Pfam,PF00069,Protein kinase domain,373,632,6.499999999999999e-56,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL3664820.1,713,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",209,286,3.5e-9,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL3664820.1,713,Pfam,PF00168,C2 domain,31,84,790,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL3664820.1,713,Pfam,PF00168,C2 domain,113,167,3400,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4094543.1,708,Pfam,PF00069,Protein kinase domain,368,637,3.7e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4094543.1,708,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",203,279,3.6e-9,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4094543.1,708,Pfam,PF00168,C2 domain,106,160,3000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4094543.1,708,Pfam,PF00168,C2 domain,24,77,2000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4150579.1,708,Pfam,PF00069,Protein kinase domain,368,637,3.7e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4150579.1,708,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",203,279,3.6e-9,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4150579.1,708,Pfam,PF00168,C2 domain,106,160,3000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
KAL4150579.1,708,Pfam,PF00168,C2 domain,24,77,2000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
UIZ28852.1,717,Pfam,PF00069,Protein kinase domain,377,636,1.7e-55,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
UIZ28852.1,717,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",208,286,1.8e-7,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
UIZ28852.1,717,Pfam,PF00168,C2 domain,113,167,3000,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
UIZ28852.1,717,Pfam,PF00168,C2 domain,31,84,290,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), C2 domain, C2 domain"
CCI50454.1,1129,Pfam,PF00069,Protein kinase domain,778,1050,1.6e-52,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), UBA/TS-N domain"
CCI50454.1,1129,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",571,652,8.6e-6,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), UBA/TS-N domain"
CCI50454.1,1129,Pfam,PF00627,UBA/TS-N domain,290,325,2.3e-8,"Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP), UBA/TS-N domain"
KAG6604575.1,856,Pfam,PF00069,Protein kinase domain,542,781,1.1e-54,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAG6604575.1,856,Pfam,PF01363,FYVE zinc finger,438,487,1.7e-4,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAG6604575.1,856,Pfam,PF22749,Arb2 domain,13,222,4.500000000000001e-22,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAG6604575.1,856,Pfam,PF00168,C2 domain,287,382,1e-8,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAK1934669.1,880,Pfam,PF00069,Protein kinase domain,538,805,3.8e-67,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAK1934669.1,880,Pfam,PF01363,FYVE zinc finger,433,482,0.0042,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
